text_fingerprint,template_group_id,split,label,type
482ef4cac8ac52e85cd3af5ca82f8b756d274a9f77631a630ae310a63b5d6a16,tpl_482ef4cac8ac,test,phishing,이벤트당첨사칭
85ff48cd85229e66bbfab8aa5a892988e2f29dfe7725af9f0b34406b708b4e6e,tpl_482ef4cac8ac,test,phishing,이벤트당첨사칭
49f1c13ecc2aec85aee3781f33abb1941fc4ce687292831d7f8da5c4e8c7a689,tpl_49f1c13ecc2a,test,phishing,경조사사칭
4a805d171ae5a2408af652cca1360c3fb96f7105e02ab48bcf8eb4eb7455a62f,tpl_4a805d171ae5,test,normal,일상대화
52364c242b35b4bfc9f984eefce92762db64e365f0da82a5a860ab50b398c8bb,tpl_52364c242b35,test,phishing,이벤트당첨사칭
6699291fe2a2d6d7dfe29af2f6dcedc3df84d53dff895b836999266369af4c6e,tpl_52364c242b35,test,phishing,이벤트당첨사칭
72bd25456633da234612e687c9d5e40823682ca73d74705f492f414ce47ebad5,tpl_52364c242b35,test,phishing,이벤트당첨사칭
74e66b1de90ea895310cae70139278991682193f7b0e6849c79c2af5a33855aa,tpl_52364c242b35,test,phishing,이벤트당첨사칭
9fd4afbb383e7071e6441fd7546498355d7996868aa7b1e5efe83dc18320824c,tpl_52364c242b35,test,phishing,이벤트당첨사칭
a0618e370be4cd35a0948e13fc7b21d113a865c57697ac6a8cea625c792f570e,tpl_52364c242b35,test,phishing,이벤트당첨사칭
f98f3e954a44240d4f764303e7e69f8ba8cc8f95cdbc61ef8ab0b410940ea3df,tpl_52364c242b35,test,phishing,이벤트당첨사칭
53cdb27ed3c9645d33feade691a8d0a0fd2011975b2a7d03cfbbb28ce42b58a1,tpl_53cdb27ed3c9,test,phishing,이벤트당첨사칭
9853949bedfb69ee1264769430cc307d1964e1df58fa40c33493ad2b58327b05,tpl_53cdb27ed3c9,test,phishing,이벤트당첨사칭
549d0c87ec693085e33c5bfb17ce113e1220b093f84b6d675ebcc833a5901932,tpl_549d0c87ec69,test,phishing,금융기관사칭
bc7b681f430be9f6abfcd8b2e82cd5acd1d377deb00a57ac1a639326337f8db9,tpl_549d0c87ec69,test,phishing,금융기관사칭
56204dddd04e2f5320a3b40ddb0fa8c536feda41030c86bfb0c22443bb535396,tpl_56204dddd04e,test,phishing,정부공공기관사칭
5a1166e862bbc39f76dc8ebbc623ed8a1ada4593904f861e0ecc116f66d02f40,tpl_5a1166e862bb,test,normal,정상알림톡
5c5479d81f028e8c080726f771347387722f0274578c15d79ac39b123e5f6fee,tpl_5c5479d81f02,test,normal,일상대화
5f3a11655d8186c91d23c63b75028732eae5a0a84079196553c3050b3f5d713f,tpl_5f3a11655d81,test,normal,일상대화
601f80b3c1712d0c742ff3bea8b8fa670f5035d1670fb2e327f37d625e80847b,tpl_601f80b3c171,test,phishing,경조사사칭
608e8d7acd6888da88437f8f51bbf97e138d94d6710138d1c1507e1ec08f1cf7,tpl_608e8d7acd68,test,phishing,기타피싱
7361bcc4601a23c036cf990689fd4e8891a59e301d38cb3ccd41a8e92f5879a6,tpl_608e8d7acd68,test,phishing,기타피싱
61f747f36cae729bfd1f65acd41d069ff31c580281aa7166390f570554809fc0,tpl_61f747f36cae,test,phishing,금융기관사칭
6e612a61882b25b07870c807c306a2e7386884c9365a77e5b9920e0e6d9b3535,tpl_6e612a61882b,test,normal,일상대화
742a7d7f9ed7c25982d3ed18249bae522ced2c7d06655df0adeaeff9b4812a98,tpl_742a7d7f9ed7,test,normal,정상알림톡
7432beba9ae63a665af496879565356c69f499d54a0bea929e4ade88b5f6c357,tpl_7432beba9ae6,test,phishing,경조사사칭
7811e8068f90f834422688ef168fcd72669d9a938fa26e6e90e13ea82386cb22,tpl_7811e8068f90,test,phishing,기타피싱
79b09641fc8c18ef9d43e8956c47c96cebcea18d63a355b147e3d43822f74a09,tpl_79b09641fc8c,test,phishing,정부공공기관사칭
7c42fc5fa6aaefbee4bf7cdbddc4ec6beb53e3ce7f1017edf86a28db3a80a868,tpl_7c42fc5fa6aa,test,phishing,경조사사칭
7e803a109f408087cdb6cfd6bf68485ec85ef31a3c21a0e46408fdc145c60722,tpl_7e803a109f40,test,normal,일상대화
82d58d02cbcd579703de5525cab7b7a10420a5b46ebf9a4e9b86351aa85ae1bf,tpl_82d58d02cbcd,test,phishing,금융기관사칭
a75b37bab19f09933ca28a13fe7246b7e3f80055cc8bc4cc0edcd9f05bc30891,tpl_82d58d02cbcd,test,phishing,금융기관사칭
844e591a312b51cf6c6c695ade131b9d0726bceff4fa805b7ac780a8807c01a3,tpl_844e591a312b,test,normal,정상알림톡
8a49c70411785cf68db1adf84409ee9233b631cc3457c6812c4109c8e39f9307,tpl_8a49c7041178,test,phishing,택배사칭
e0f25370733c7e2fadc7b1b56f10bf57bb631190b4be573aa628ef19f03b3eaf,tpl_8a49c7041178,test,phishing,택배사칭
8aa6d45b86f5bf02a0c637c600d9266d85d76fc26d6c6811a1f601dd83692b3a,tpl_8aa6d45b86f5,test,phishing,이벤트당첨사칭
8b12371de40c666c8e08355b5236b44d4c93c223a295baac937aaba2ef6ca0cd,tpl_8b12371de40c,test,normal,정상알림톡
8df8048ab94380d6c2984b161623d1c980cec901df1cbf7b628fe3c6861d840e,tpl_8df8048ab943,test,normal,정상알림톡
9264fbf807518d64347a1a67035e471ffc3edb2eb2215c2d17b39ee5628f2e60,tpl_9264fbf80751,test,normal,일상대화
94666abff5c37cbceb44c9f3d78c9096a4c6f91c7e4c43c581a2a8e787760344,tpl_94666abff5c3,test,phishing,기타피싱
95266279b6cb07b026952a8ef523d1897a141e4a36851ec4610b93afec3f3726,tpl_95266279b6cb,test,normal,일상대화
9bdc1fc1cddea6433ca07b8281d257d5a2f0067dbd2d39f09a39bafbda2bd4be,tpl_9bdc1fc1cdde,test,normal,정상알림톡
9fee15c3ca4caeae00867a6712fca417bcf361961c8075ca1aaa8f0fe15fa805,tpl_9fee15c3ca4c,test,normal,정상알림톡
a4e0ae3d2d6c2869ed1693c3d6889cea119d3793c2c32d1ab6f84cff9eb497bc,tpl_a4e0ae3d2d6c,test,phishing,기타피싱
a6c36ace707ecbb79e1d8081bf262c9ec72179931e3f4845e6f0988393880e57,tpl_a6c36ace707e,test,phishing,정부공공기관사칭
a7b5c25fa4ec87fcf9375e62c26dbcd4fcee19e68953b5d3585baa61fad98086,tpl_a7b5c25fa4ec,test,phishing,기타피싱
ab4dae7f98b1c79bf34586c3a1200cc268fa53f8fb970f5f18fbe461d5eb1302,tpl_ab4dae7f98b1,test,normal,일상대화
ad9530e6816de3415f22b2ee6f6198f628a2d1a85123fa6e52c57401d623a8e7,tpl_ad9530e6816d,test,normal,정상알림톡
ae20fd200d741e995f93141cfd6c1a9e67b5e0e9f930ce4de2825d7bccb57874,tpl_ae20fd200d74,test,normal,일상대화
b09f8c35f1327bddc05a1c5286fe6c3581ff6eda995f511bb92204cd83d5dffa,tpl_b09f8c35f132,test,phishing,택배사칭
b64fd98cc25a5b4dc35c12ec6bd28e26f545f04a3af2f20b603f842974ab18ac,tpl_b64fd98cc25a,test,phishing,기타피싱
b7363c186f0cb511c69888940f9cd0aa664648d5bde5fdb393d152feece00d3c,tpl_b7363c186f0c,test,phishing,이벤트당첨사칭
bac58b099fd068e975a6b06369cf4f17d8b9032f1aa8bc00ef8bf86b4e651a77,tpl_bac58b099fd0,test,phishing,기타피싱
be188d78000b74332576edab22e644efaabbcc53f6fdfa682db844fd2f2c868e,tpl_be188d78000b,test,normal,일상대화
bf3d685fcff1d14792e6bb05ab2ab3dffa7f6009bdf82e52976cda8a3ca6a367,tpl_bf3d685fcff1,test,phishing,경조사사칭
c43b8807d618669045d21ea37afba443fbb9787ee4f215b02dbcfad29aa85f3e,tpl_c43b8807d618,test,phishing,금융기관사칭
f30d63141b4845a656b058c240a2eb4d8f99c8f34da27131d70dce948618c2f5,tpl_c43b8807d618,test,phishing,금융기관사칭
c54dfa3b24a493b38a0758d1e2081e0113661d38f18c2a361e86c4cc908e708d,tpl_c54dfa3b24a4,test,normal,정상알림톡
ce0991338beca5a86e4ff70d5e773f1b6df05c05c82f0cd863c6df852fb66a1b,tpl_ce0991338bec,test,phishing,택배사칭
ce40e5bed2be31fba6fb7e7513151e28f23bb6e0ca951b9844d4e5247c25c083,tpl_ce40e5bed2be,test,normal,일상대화
d23abc29c1f752df4f56df1c0d76b58a7420f4894a3d8e2a074570d17b207245,tpl_d23abc29c1f7,test,phishing,이벤트당첨사칭
d50d52b1aad042375f71df48993c969828676cdeaaf64ca4618b8f8e7baec471,tpl_d50d52b1aad0,test,normal,일상대화
d6d43dd93959653d1fc82f4d2010f2e2da57f1c6270e2924d207132fc31bc362,tpl_d6d43dd93959,test,normal,일상대화
dd9c13a2c2f2747da2a12764030c3b1df5dbeb94dde8116dd4b4cdf9e93df172,tpl_dd9c13a2c2f2,test,normal,정상알림톡
e4b4ab5311af85b227ffd8e935ec6449d97dd3d95a253e7431bc325a7323429d,tpl_e4b4ab5311af,test,normal,일상대화
e80b5d63b72e124ed19008d477838c9e6832d7ea7f4e6c85b8f3f2eb8e912fd6,tpl_e80b5d63b72e,test,normal,일상대화
e881629a268028296798652bf8502a9fcf032f1888bd3f7f4c8707634cb2a999,tpl_e881629a2680,test,normal,일상대화
ea80497f3c18c315a409a6d208b9cd91eed75ef16462c1ecd601414b8666a07b,tpl_ea80497f3c18,test,normal,일상대화
fa7e40410d49530f9394e39be2a26050582d04bdf265ce2108ab92c369c3bec0,tpl_fa7e40410d49,test,normal,일상대화
fe62346937700a270b99cefc32883cdff7e232df1ca400df44fb9dd435b504d6,tpl_fe6234693770,test,phishing,이벤트당첨사칭
00036b47f69b5ab13f95889dbd7396d4dc6c6c466914a27123b395b984ef32ba,tpl_00036b47f69b,train,phishing,이벤트당첨사칭
0a7e68806e59bd63634e4ced5c9a5956d1f64b9feb90c02ef6c9dcff0178f40b,tpl_00036b47f69b,train,phishing,이벤트당첨사칭
385a22210a95c36a0134e0507c3b84f7d1df9faf265b93617842f6b769b382cd,tpl_00036b47f69b,train,phishing,이벤트당첨사칭
409717c789fc9776d56fc9760ce9291463695e4367cf05fb680e9d6319e997e0,tpl_00036b47f69b,train,phishing,이벤트당첨사칭
4887afe8ee562454d8bc7c8ace61c3468b6977164488ae9a110c5bfe74ac56b7,tpl_00036b47f69b,train,phishing,이벤트당첨사칭
bdcf4c13ee46528638bc8951bd8466946be8c0bddb92197112a4f353e4d9b1d6,tpl_00036b47f69b,train,phishing,이벤트당첨사칭
009cc31f75fabda2b4bf23fc81c1b537f93f4c5416a590ea03c4b884c4470d88,tpl_009cc31f75fa,train,phishing,이벤트당첨사칭
00cf157f99e0615f9a5a173db43a74e75564e208859861bea5919284aeedb9cd,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
4c46c7dc68d9a3b80fec68d5cbb554f770833d24a6fff0b8032204d0e1a8e055,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
5236dc1acc90bca0f285696566fdac0f05e1cda164ef1b7a6f470426aa1b8bd9,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
c5275a2a4229ad43150fe4d7d353ce766705cfeda906e3823cf348f11800bb3b,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
d53a987f0563fa60dfda1b5c12373a7d4a8287ffe97084c011c4e94d2f9a4b04,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
d668f85bcc3d93774d2dba524831e43dc3d157da10a20e0b1ca60960ab0dd3cf,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
dd8c26d7a566b97cea6bf05ca04bb11d3e57dda33de0f9cc8d5e1438420f2d33,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
e3d680c5299c6f539e5bef927b72e5dc54deacee2a852fe8e53c0d21bfa051f1,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
eb027607260431acaf8405018e2637627d199fc72a23ca12c60042787266e893,tpl_00cf157f99e0,train,phishing,이벤트당첨사칭
01934901ec9cc96dd57a4b38f7cdaab152df13f0c40e074511a50f11925eab0c,tpl_01934901ec9c,train,phishing,이벤트당첨사칭
f647aed9a429109b6d9f1170db1e26abe7efca0dbe62d51848d064a4e36138e5,tpl_01934901ec9c,train,phishing,이벤트당첨사칭
02f481b00a2b0543ba0c632c3ef6d611863ad3c936ad0be31b893262cbfb1df1,tpl_02f481b00a2b,train,phishing,금융기관사칭
3131ff4abe4d4eb37aea49b9686bb93f8cd7ada4a53ff497b0880c23f67a2d9b,tpl_02f481b00a2b,train,phishing,금융기관사칭
77bf186ff581e9c4eb8f70513befcaa408625d52275b9b5c84893f951c4d5d02,tpl_02f481b00a2b,train,phishing,금융기관사칭
8498b9939f687ba50559ff341f3764b8cb405486fb0c5af65e1c88d46fbac8b2,tpl_02f481b00a2b,train,phishing,금융기관사칭
a29d05d605cce62c051e5632916c0a7cb6b14e11c3c99955324cdd1756d03bce,tpl_02f481b00a2b,train,phishing,금융기관사칭
c626003a48c87684f5cb5336c52e4fbc4dd0e8108ae9240e1bca4240e2ac51c1,tpl_02f481b00a2b,train,phishing,금융기관사칭
0388439e40301f717fd84073613bbc0fa99722a7f4b482ae97180d4f8e79eb03,tpl_0388439e4030,train,normal,일상대화
03d59bf1111617477a3cd283de6c9340b5358b90a6e6b95cebe01a106157b724,tpl_03d59bf11116,train,normal,정상알림톡
055222934ac2de1e414bddcb7cd7f59d3cd3921141a039e0448abb867f19a9fb,tpl_055222934ac2,train,normal,정상알림톡
3fcf48e4d208808933ffa8ff1d2622f041394b125d571ec44160bf77e5d9d7c2,tpl_055222934ac2,train,normal,정상알림톡
9113934be52f8c542b48370d79dc387059b068a23efc9bbfb9fc6a3dcb3fc226,tpl_055222934ac2,train,normal,정상알림톡
df91d4ca56f159f59b81b60135c819fd7206a396eff1eb9e8197acc396a99e9e,tpl_055222934ac2,train,normal,정상알림톡
057441485d917a9ed636777cb6bc83abfc93fd756cb1bd82c62e0ec8f8f96248,tpl_057441485d91,train,normal,정상알림톡
0925058e8c0f92db41c106a0e37226ca9478651769c1bc7bb31defc2c7693dab,tpl_057441485d91,train,normal,정상알림톡
34e9647604756e48542f65cd4e63844868ce650e3d65e3e121e4970346285b92,tpl_057441485d91,train,normal,정상알림톡
3ef0a3b62064d137ba433ce89e28bb80a7e2110d05b4afd1ec42d955ee4464da,tpl_057441485d91,train,normal,정상알림톡
5ba7e2dcab1e944127011db13a9f9415ef0319a3e3d84e532ffbbf732c638851,tpl_057441485d91,train,normal,정상알림톡
76aed99e0ef513c7c1dd04f989a703782e81c2f2b7142f96191c7f5cb11c4581,tpl_057441485d91,train,normal,정상알림톡
76ef0bd88bd6431a7e5281abf4b65c2d2c8f9c76eff72908e2179d75a6efcb70,tpl_057441485d91,train,normal,정상알림톡
82c56159caf1b7c26ec4c5949b589742b2f47a9d34bd5756e1b077449afaa080,tpl_057441485d91,train,normal,정상알림톡
c0bec63a392cdeb6247c166211094a20e2df6e572ae7f1c9625d7e8b9e9393dd,tpl_057441485d91,train,normal,정상알림톡
d7b6557dc791566d62c6a72dba81d2c22ea0179cb1938fdb80358fa7e2c0815e,tpl_057441485d91,train,normal,정상알림톡
e5afcd5dd0a20eaa2bc5490b63504131b147d6ffb66a4917778d0d4fc02c061c,tpl_057441485d91,train,normal,정상알림톡
e82e8ce9c29b1558623fcbedd049ed5c1b686f4848d77cdaac8ce05c5d646cc6,tpl_057441485d91,train,normal,정상알림톡
ea3417e3339eae8a97370cf435fc029b281529e12709aa696d5d1d72389eef1e,tpl_057441485d91,train,normal,정상알림톡
f07519f53a104e09a5a728c638e10e8a73a5d9175cf03fa6330a5c60da24fb34,tpl_057441485d91,train,normal,정상알림톡
f79cdba42c62c2631002a8f13d2fbf7dd25681ed3c36094199fa271440504b0a,tpl_057441485d91,train,normal,정상알림톡
ff920cdec80a3a63000ae14cac754f54808a0dc20887c0fb6ddd41245d8983ee,tpl_057441485d91,train,normal,정상알림톡
061121ea6e5a60f9512b6ff0fee3292a4adf8ed5bf1e7c3b9edd4aec854eee0c,tpl_061121ea6e5a,train,normal,정상알림톡
1c63e295924146345469a5bdb7bea4e2c651e4be050af1f4ee241fc2b71436c2,tpl_061121ea6e5a,train,normal,정상알림톡
0664ce67156ce04829df8ff3413da46c3ecdf48674594506efd5cf4ea692b4f5,tpl_0664ce67156c,train,phishing,금융기관사칭
37c94216714af5fda0010ba16f10b1dd5502f693bac4ef84b35a93a535321ef9,tpl_0664ce67156c,train,phishing,금융기관사칭
3977b850df7d569cec4092075e91ea786800ff0835afbb55f9287fb2d2cf2f70,tpl_0664ce67156c,train,phishing,금융기관사칭
52a0a2312e8f0647186a76def39b78b184e31c21bce310a61f154aab8378989e,tpl_0664ce67156c,train,phishing,금융기관사칭
5e8c0a9554568c3069eb306f4cccfe93de4a5ce102a4f8f27c359b6e3e2e4082,tpl_0664ce67156c,train,phishing,금융기관사칭
8b3840c41715d056dd4ad9ac45e9e8b38e454e0b0a3c4f56ccaa09e510fdda69,tpl_0664ce67156c,train,phishing,금융기관사칭
8bebb1a55a876217b8c3a02dadb50166cb7fde906fa09ff35099a01b46f0e059,tpl_0664ce67156c,train,phishing,금융기관사칭
d5c1f60e37f3b985c494e304e4421d6134a34f5b189745919d77a8949ddff57f,tpl_0664ce67156c,train,phishing,금융기관사칭
f1f11027a57811a6bf3c99730a4477378f6ff3abea9f7331aeca3ff56d61f013,tpl_0664ce67156c,train,phishing,금융기관사칭
089f434eadbd9ee638a2af407ac901970f9bdfa58a820274d5401890cc49a774,tpl_089f434eadbd,train,phishing,지인사칭
14369042657028d75aa8b4487e36c40468452f5de2ef89d3653ce2fea290a0a0,tpl_089f434eadbd,train,phishing,지인사칭
27e5343dc1a043dd397e96d7f3575d7e984e4eb30cc1f45a52ca4d0d75b67315,tpl_089f434eadbd,train,phishing,지인사칭
3b29cd15123e59726f6a6872acdeabb364bc689b1db71a8e4a7518a123e54dcb,tpl_089f434eadbd,train,phishing,지인사칭
5016d36327eb0b14213d89bcf52726b864309aed3bc922e670369e1f1c9e4f85,tpl_089f434eadbd,train,phishing,지인사칭
5a7695e0da4086abf2be3bf501f0ede5d4e8956537cb1f4e4499b5cb1b38d686,tpl_089f434eadbd,train,phishing,지인사칭
5ad7f397c50fa0f4a0ae6b167de25501a4f80f60db19d1b8245aaf3b46fde715,tpl_089f434eadbd,train,phishing,지인사칭
68f363ca4c772910ddf1cede0cd42625dc6006df406907f2c406df7a964e8cc3,tpl_089f434eadbd,train,phishing,지인사칭
6f10fbf2407f409097eca60353ee7ec2a3181f1fb92f248ee541832fd1c3d47e,tpl_089f434eadbd,train,phishing,지인사칭
7ff615276d8085048d16828ea56c9bb909c081f13f57ad4f9fc225db887275fb,tpl_089f434eadbd,train,phishing,지인사칭
81f6312061468d48ab4cdd2fe7b7c914d90e378a307de4febab41812b4938f14,tpl_089f434eadbd,train,phishing,지인사칭
9152d7e5544da9ec4569be5cae54c3c7f8635bf1a5b56042458622b03fb6a827,tpl_089f434eadbd,train,phishing,지인사칭
a040db216ab4e3e6d4f8cb92ada9bea8c5a8e69bffedc6447e160ba50a3f4efc,tpl_089f434eadbd,train,phishing,지인사칭
a306fc5d9ef664032dd3ae39359e597aff531c31c136c4cb5a4f3341bd52c520,tpl_089f434eadbd,train,phishing,지인사칭
b1516847797fc4cd5b55cfecda544e5a2cadf11d3dce40a2dbdea3f0937c8742,tpl_089f434eadbd,train,phishing,지인사칭
cc01bc619accf8bee1868df96f58d882f3f8f2be6356020f4920698240192b71,tpl_089f434eadbd,train,phishing,지인사칭
df396b209b38864c755a64d4c99d52addb800d7d51e42fd4f961b397cc01cc4a,tpl_089f434eadbd,train,phishing,지인사칭
e0b2806f12401614ffd37832c5f9980538cc955caae62eb0acd4312bc07f68d9,tpl_089f434eadbd,train,phishing,지인사칭
fed7cfc5b7b281601ebae5005dac8695468c0d43e0b2c220cb8f7c1afac2992f,tpl_089f434eadbd,train,phishing,지인사칭
08c236ace2da65c7acdad4c5cde47b89ccc78dab9e73511d02c841598ec0e12b,tpl_08c236ace2da,train,phishing,경조사사칭
0922eadc5a7c34cbc9fe3f045df029d27098101b0ef92d46f59e19fa7d58af10,tpl_0922eadc5a7c,train,phishing,이벤트당첨사칭
44cb4d03bbb9000be403e09d24d5605ba6d43d54ca6f2c572137fb019cf1edd2,tpl_0922eadc5a7c,train,phishing,이벤트당첨사칭
092ebe92b646037397c774d3040b9a6114947b9c18ff8e3a10e7e02f58d41871,tpl_092ebe92b646,train,normal,정상알림톡
