template_group_id,representative_text,unique_member_count,raw_member_count,member_fingerprints,current_type,source_summary,suggested_type,suggestion_reason,proposed_type,review_status,reviewer,review_note
tpl_301f545f30fe,[Web발신] 안녕하세요? [365 토마토의원] (혜화동 13**번지)입니다. 병원 주차 불편 해소를 위해 병원 지하 주차장 만차 시 도보 3분 거리에 전용 주차장을 마련하였습니다. 내원시 편하게 이용하시기 바랍니다. - 일시 : 2026. 4. 1일 이후 - 위치 :  서북구 혜와동 **59번지 [F2 주차장] - H.P. 010 **** **31 - * 네이버맵 링크 이용하세요 https://www.toss.im/Cc9yZx,1,17,301f545f30fe3a4b2ea8bf0be80d564782893f0137f7fc10645244a3d82eb833,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_102302553699,"근로장려금 안내 [Web발신] (광고)[덧셈] 임*영님, 25년 귀속 소득분에 대한 근로장려금 기한후 신청 기간은 26년 6월 2일부터 26년 11월 30일입니다 다만, 기한후 신청을 한 경우에는 근로장려금의 5%가 감액되어 결정금액의 95%만 지급합니다. - 환급액 신청하기 : https://www.baemin.me/uDLUfd 무료수신거부 080-800-****",1,16,10230255369903082a88920fac2895b0714dec5e6ff7b2a729be4d23ace84d51,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상광고프로모션,APPROVED,pearseona,공공 제도 관련이나 사설 앱 발신 광고라 광고로 분류
tpl_1b538383bd48,"환급금 분석결과 [Web발신] 박*수님 - 분석결과: 환급 가능성 발견 - 분석근거: 박*수님의 해당사항 3개 - 예상환급액: 88,435원 (제휴사 환급신고액 평균)",8,16,1b538383bd482eac3211546f3eb77fe3340f71e1a507f1727bbcd7c5554e4ba7|3ffe7351bbaae187b623b7d3f36883ce33291d3bd21776a744e1ce49899884be|4500e37aa1d42963021b06531c284b87f20d0c6f558084f04a52a9a34fabb42c|7e3aabb364ce57866b881da6ef7dd6b953268e05267a323c72a50799df39731f|95adda6bb56eadb664fafd78110e4ad88f22880471679ffb558176b6da1c3153|b7d667bc51f5c9fe97cb257c1e513e5f019c61be26f6771dfe8843883a5bf29d|e142cdd243127df2be02681d70ab63c0727d0f5ea21b8fe01e32aac6f0a5f7d6|f9cf49989bd91792719aa506fa701db83db29c35863fcb7e555ca854d14ba637,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상광고프로모션,APPROVED,pearseona,광고·쿠폰·프로모션 안내
tpl_1717bc55259a,"이랜드이츠 우*정*대 입학설명회 안내 [Web발신] 안녕하세요 이랜드이츠 채용팀입니다. 이랜드이츠 산학협력 연계로 2025년 '대전 우*정*대 애슐리학과(창업조리제빵과)'를 운영합니다. 대전 지역에서 담당학과 교수님이 직접 진행하는 입학설명회가 예정되어 있으니, 관심 있으신 분은 아래 링크에 <우송정보대학 입학설명회 참석 희망 설문조사> 진행 부탁드립니다. (~10/30 수요일까지) https://www.cjlogistics.com/n8xC8q 감사합니다.",1,14,1717bc55259a1f8214b2c3b3af4fd234e59bd24bf774b35d3bfdcfb62c70d96f,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_b686a63621b3,"[Web발신] [SK브로드밴드 보이는 고객센터 안내] SK브로드밴드 '보이는 고객센터' 연결 안내입니다. 통화를 종료하지 마시고, 아래 URL 주소를 누르면 보이는 고객센터 화면으로 연결됩니다. ▶ '보이는 고객센터' 바로가기 https://vars.skbroadband.com:8080/SKBVARS/WebMsg?cmd=1&osType=2&ani=MqNCjJF7rmHaEQo7Y0kWHw%3D%3D",1,11,b686a63621b386fe88f773d8c555db9530d1f98c33331ba0698a6f2210252549,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_0a3f686bd317,"회원님 KB국민은행가 대리인 배*신님께 배송되었습니다. 배송만족도 평가시 5점 부탁드립니다. 문의,불편접수 02-***-***",8,8,0a3f686bd31714f7740c7f91e4761024e351d600bb4fb125251ded429f08ddd2|18d20d2efa8df4580a1cc07cc785ed24ce1ca69d60f38575927c95940e05006f|375356d6803c13f4be91908f8220b7f56b370ead5a04b446d0ef0e1c3945fc3f|5c592f4b179588f01e19e4d2f9abf254bd4367fd16279f0d30d85082ada24294|68b556611de433b70c7d30e8a151ed623193f44774a6a3493e14ec8333c0cd91|9e7f78fa2d245016e03d4b9c2736cced573cd253da46f1a57aee500b9218b419|a5d44e0c58b8a7405592371d3269b95bcccbaafb9bd7a010294c4561f14867c8|e72457ee803b744d5a6495adf968ad93ff7276649b8271ac5e6d2fcd8fff2641,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상택배배송안내,APPROVED,pearseona,카드 실물 배송 안내. 금융 알림이 아닌 배송 안내로 분류
tpl_6ad99290e53a,"[Web발신] [하나은행] 개인뱅킹 서비스 신규 가입 안내 [윤*우]님, 하나은행 개인뱅킹 서비스에 가입해 주셔서 감사합니다. 언제 어디서나 편리하게 인터넷뱅킹과 스마트폰뱅킹을 이용해 보세요. ▶ 하나원큐 바로가기 : https://www.naver.me/Vvk3uO ※ 본인이 가입하지 않은 경우, 하나은행 고객센터(1**9-1111)로 연락해주시기 바랍니다.",1,3,6ad99290e53acba1f66ae22a8ebe5fc9f585d25f892bf4aea5d7e88c372d656d,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상금융알림,APPROVED,pearseona,은행·금융기관 발신 계좌·서비스 알림
tpl_a207d39ed33c,"[Web발신] [KB국민은행] 개인뱅킹 서비스 신규 가입 안내 [윤*우]님, KB국민은행 개인뱅킹 서비스에 가입해 주셔서 감사합니다. 언제 어디서나 편리하게 인터넷뱅킹과 스마트폰뱅킹을 이용해 보세요. ▶ 하나원큐 바로가기 : https://www.cjlogistics.com/WDtJUa ※ 본인이 가입하지 않은 경우, KB국민은행 고객센터(1**9-1111)로 연락해주시기 바랍니다.",1,3,a207d39ed33c2cfec0f6ad39ae952facc7201fe2b40b4b2fb91c366f2caa8351,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상금융알림,APPROVED,pearseona,은행·금융기관 발신 계좌·서비스 알림
tpl_d737e2950c23,"[Web발신] [새마을금고] 개인뱅킹 서비스 신규 가입 안내 [윤*우]님, 새마을금고 개인뱅킹 서비스에 가입해 주셔서 감사합니다. 언제 어디서나 편리하게 인터넷뱅킹과 스마트폰뱅킹을 이용해 보세요. ▶ 하나원큐 바로가기 : https://www.baemin.me/EfPkVX ※ 본인이 가입하지 않은 경우, 새마을금고 고객센터(1**9-1111)로 연락해주시기 바랍니다.",1,3,d737e2950c234531e4e30aa2cb021fb0fc1d0cb49c746cad29242093f8172c9f,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상금융알림,APPROVED,pearseona,은행·금융기관 발신 계좌·서비스 알림
tpl_7efe8828c26b,"[Web발신] [신한은행] 개인뱅킹 서비스 신규 가입 안내 [윤*우]님, 신한은행 개인뱅킹 서비스에 가입해 주셔서 감사합니다. 언제 어디서나 편리하게 인터넷뱅킹과 스마트폰뱅킹을 이용해 보세요. ▶ 하나원큐 바로가기 : https://www.kakaobank.com/YzQa2Y ※ 본인이 가입하지 않은 경우, 신한은행 고객센터(1**9-1111)로 연락해주시기 바랍니다.",1,2,7efe8828c26b022fec3993a5a29f8a81b07fdc29f07b15e1c1cb871b2c2ca966,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상금융알림,APPROVED,pearseona,은행·금융기관 발신 계좌·서비스 알림
tpl_01fe49492e88,"[Web발신] [소모임] 어플 장기 미방문으로, 가입시 작성한 개인정보는 30일 후 휴면전환",1,1,01fe49492e887f979035a5d103e9e2f95b7e971f5eb072ae0e5393e3fdcea16f,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_024c7e6cfe9a,"카페마다 가격이 다 다르긴 한데 보통 7,000원에서 15,000원 사이 하는 것 같애.",1,1,024c7e6cfe9a6b242978eb66f744d63a01cec065f8463535baf9b7057ef23f90,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_0388439e4030,맞아. 농심은 신라면의 가격을 4.5% 인하했어. 다만 신라면 하나만 가격을 내린지라 아쉬움의 목소리가 있긴 하지.,1,1,0388439e40301f717fd84073613bbc0fa99722a7f4b482ae97180d4f8e79eb03,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_03ce45d2245f,"그리고 여행 영상을 보면서 이야기 하는 패널들로 장도연, 쌈디, 이승훈이 나와.",1,1,03ce45d2245f226d067ab61df8781c8ca180b16fefc6e2780127d609b0280ec4,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_040d8bc48601,동탄신도시도 아니고 몽탄신도시는 도대체 어디야?ㅋㅋ,1,1,040d8bc48601544c17715c0519b54fd7f13301d95ccb22521afe0a07d28e114a,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_08e64badab3c,그래도 라면 가격이 좀 내려갔다고 하니 그건 다행이긴 한 듯. 라면 가격마저 올라갔으면 상상하기도 싫다 ㅋㅋ...,1,1,08e64badab3ce8d1fb4252fb85780bfe2a365447823d45cd0f78b78df89b9569,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_092ebe92b646,[국제발신] 에어비앤비 인증 코드: 763891,1,1,092ebe92b646037397c774d3040b9a6114947b9c18ff8e3a10e7e02f58d41871,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상인증알림,APPROVED,pearseona,인증번호·로그인 알림
tpl_098aaf2c36a1,결제 취소했어. 환불은 카드사 사정에 따라 3일 정도 걸린대.,1,1,098aaf2c36a130afde74af2fa9513fc81854c7f27bff46aa1c8a7cd5f1e215fb,일상대화,synthetic_hard_negative_v2,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_09b57f1f6800,그럼 삼양도 제일 인기 많은 삼양라면만 가격을 인하한거야?,1,1,09b57f1f6800f96c668cc997116795221de247730d5a432132cbce2089f6621b,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_0ba318438504,그러지 말고 이번 주말에 카페 가서 먹어보셈!,1,1,0ba318438504c0a6d1b19344ca1ecab3a632255fb94b09c0c72dc29a6a89e4df,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_0fd4ccc6966f,좋아! 근데 다른 시리즈도 있는 거 같던데 아는 거 있어?,1,1,0fd4ccc6966fa1a56cf451c487fa7493769a0c03c500bf34cd56d5a1be367d11,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_12814d2830c0,다행이다. 나는 내일 가니까 평일이라 괜찮겠어 ㅋㅋ. 너는 가서 뭐 먹어봤어?,1,1,12814d2830c096378317300e2421fddbe004328e851f7c64680b9f336dab4ce6,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_136c599e8297,그른가ㅋㅋ. 요즘 MZ에게 유행하는 게 뭐임?,1,1,136c599e8297d1d6683d54d540bd60a00116a915680f4d0b06251dcc421e1eae,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_13a9d1849e20,[Web발신] 이*윤님의 검진결과를 이메일로 보내드리오니 확인하시기바랍니다. 검진결과확인방법:1.첨부파일열기 2.암호입력(생년월일8자리) 3.검진결과확인 - **향대학교부속*주병원 검진팀,1,1,13a9d1849e20647058ff4c6f7da202520e3cd230aad38a24629e20471e5590c9,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_14084b8ddfb7,"그래, 인생 뭐 있냐. 복세편살하는거지.",1,1,14084b8ddfb7377e940b580b01b54edb58c92d0c8e7d1e19d5f671affde41a79,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_14375491e8f8,배달기사입니다. 문앞에 놓고갑니다. 맛있게 드세요. 감사합니다.!!!!,1,1,14375491e8f89328be6abc7f20d6abc8c7184ba6198692b3dbcee39715f951b6,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,정상택배배송안내,APPROVED,pearseona,배송 상태·수령 안내
tpl_16c413bece09,ㅇㅈ. 나도 덱스 때문에 봤는데 기안84에 입덕해버림.,1,1,16c413bece09254458058b4098fc1831ea9d916bf384cacd362cf1d7b61e3c9b,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_191048c04de2,아... 나는 내 동생이 책가방에 키링 달고 다니길래 초등학생에게만 유행하고 있는 줄ㅋㅋ.,1,1,191048c04de2bb0777adf6d705c12b7a6b025cec9ecf8b513cc1dfea872201d7,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_198e76272478,오 정말? 히사이시 조 콘서트인줄은 몰랐네. 넘나 좋은걸? 언제 개최되는 거야?,1,1,198e76272478e31968162b7eecf5fb43cdb0867e8b56209ca3bd9ee8e90a78e7,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_19a937ca4936,좋아ㅋㅋ. 카이막 먹어보고 나서 후기 말해줘.,1,1,19a937ca4936ac1384f70666640ea89db38a00cda523629f316e73566c86e881,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_1c0aaa52af09,나도 100% 동감. 쫌쫌따리긴 하지만 이번 라면 가격 인하가 그 계기가 되길 바라고 있음!,1,1,1c0aaa52af0969b88856a21bb42a468113cc4a0f27d8adcc49cf321320ac0a16,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_1cff6e040fb4,난 똥손이라 만들어 먹진 못할 것 같고... 어디서 사먹을 수 있음?,1,1,1cff6e040fb461bf49ebeefd8a881c81063858886e90d7aca0232e70437fbc75,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_1e1bca0b67e5,헐랭. 너무 좋다~. 아시안게임 대표팀에는 언제 합류한대?,1,1,1e1bca0b67e5836680f7d937566931992f6a174fe651f5dbbed1624a78a727ce,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_1f052ab4586c,오늘 저녁 뭐 먹을까 고민중,1,1,1f052ab4586c32bdd4bab5cf260ad3d4e7041e755221fbe164f339c05d0c3994,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_1f4fe57afe9d,인도 여행 어때? 태계일주 보니까 재밌어 보이던데.,1,1,1f4fe57afe9da9182c20e6c8c424e7be1d7bb04d75b9cbc7b59293afe8e2fb81,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_1fcce34c375e,이따 카페에서 볼까?,1,1,1fcce34c375e6523f20f057f8c77790440f471a6cb2d5a6d445cb2fc01fa5024,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_1fe36ae24d26,ㅇㅈ. 나도 다음에 여행 가면 인도로 갈 거임!,1,1,1fe36ae24d263143655e6255f205d25185df8214a2bd74e728e1f6bbe8f0e31d,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_21514a9a939e,얘기 들으니까 군침 도네ㅋㅋ.,1,1,21514a9a939e642ee85898e00fad7599a002dfce65817f5671aed8e61542cf67,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_22233f743d0a,글쿤 ㅎㅎ. 지금 그럼 우주 어디에 있는 거?,1,1,22233f743d0a45f1fa694381da9eba58798d2b77088077649e9f57ebe8493786,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_24838bb15662,너 동생 말하는겨ㅋㅋ? 나이차가 많이 나니까 이해하기 힘들 수도 있지ㅋㅋ.,1,1,24838bb1566216fe6b9a78f217362500e1bcabfe51dae3651d68f1a205b5016f,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_25f2a1bf431c,"진짜 설렌다.. 이강인 선수가 뛰어난 선수라고 하던데, 실력이 어느 정도야?",1,1,25f2a1bf431cec88c479a438086e0bed90fbc590ca315d70309f0311df20020f,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_27306066a037,육풍신부점 입니다 12일(토) 저녁5시에 가게로 오세요 수고하세요.,1,1,27306066a0371a45533d6217c0c4c36a64678d736cf406d90c9be89ff77afe14,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_27c19f79cd02,오랜만이다ㅋㅋ 잘 지내?,1,1,27c19f79cd023c60de983ed057814585581197d1d4053bc7a8747423dd1caf4d,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_29938610337a,오늘 날씨 진짜 좋다 산책이나 할까,1,1,29938610337adeb9f8b663bb03ede942d751138ee60f4265b65bd2788a86ed3b,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_29fbbd1a61dc,"[Web발신] [TOPCIT] 05.16(토) 9시10분까지 배정 고사실 도착바랍니다. ※ 신분증, 수험표 필수 지참 및 응시자유의사항 필독, 9시 10분 이후 고사실 입실 불가",1,1,29fbbd1a61dcc45e238443102a669e291dbb81a2a857f24ebdc3646686c49fed,기타정상,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,기타정상,APPROVED,pearseona,특정 정상 유형에 해당하지 않는 안내
tpl_2a84843ef0d1,가격도 나쁘지 않네ㅋㅋ. 당장 카이막 맛집 검색해 봐야겠어.,1,1,2a84843ef0d1bddc907f39596cd45537159aa56de86d906888dfae0373ae88be,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
tpl_2dd0ed873759,"미국항공우주국이 유럽우주국, 캐나다우주국이랑 협력해서 설계랑 개발함 ㅎㅎ.",1,1,2dd0ed87375938a736264bbf4ef7c465c0b38f416a896dc0a597b5bd2bd2d22a,일상대화,original,기타정상,명확한 단일 유형을 자동 제안할 수 없음,일상대화,APPROVED,pearseona,개인 간 대화
