text,label,type,has_url,source
"[Web발신] [2026 하계방학 로보시지 인턴십 참여 학생 모집] SW학과 3~4학년 재학생 대상 로보시지 인턴십 참여자를 모집합니다! -기업명: 로보시지(서울시 구로구) -모집인원: 3명 -직무: 로봇 어플리케이션 개발 / Physical AI 개발 -활동기간: 7. 6.(월) ~ 8. 21.(금) (7주) -혜택: 학교지원금(약 84만원) + 기업지원금(20만원), 비교과 50P, 수료증 발급 *신청기간: ~ 6. 29.(월) 공지사항 https://www.gov.kr/J86WfK 문의: SW중심대학사업단(02-760-8049)",normal,기타정상,True,original
삼가알려드립니다.부친께서 금일 별세 하셨습니다.장례식장https://div.bnuy.my/D8KYJ,phishing,경조사사칭,True,original
"[Web발신] mini카드 유효기간 만료 자동 해지 안내 [토스뱅크] 김*아님, mini카드(4335)의 유효기간이 2025년 10월 만료되어 자동으로 해지되었습니다. ※ 유의사항 - 선불 티머니 잔액 환불 받으려면?: https://www.hansung.ac.kr/f4Uqzk - 반드시 카드 실물이 있어야 티머니 잔액 환불이 가능하며, 카드를 폐기하시면 티머니 정책에 따라 잔액 환불이 불가합니다. - 티머니 잔액 환불 및 이전, 선불충전금 보호조치 등 상세 내용은 티머니 고객센터(1644-0088)로 문의하여 주시기 바랍니다.",normal,정상금융알림,True,original
[한국택배] 택배 확인 부탁드립니다. https://reurl.cc/raR1v,phishing,택배배송사칭,True,real_holdout
"[국제발신] 개인정보 보호법 제20조의2에 따라, Meta 개인정보처리방침을 검토하실 수 있습니다. https://Oa.SK/ftS5M",phishing,계정정지본인인증유도,True,original
[부고] 아버님께서 별세하셨음을 알려드립니다. (장례식장 주소 https://t.ly/399gJ,phishing,경조사사칭,True,original
[Web발신] 마감 임 박 입니다. 구엉 테크에 들어가서 벌써 165-255 처를 결과냈습니다. 현재는 라이브 강의중. 즉시 저희 방에 놀러오세요. 만일 문제가 있을경우 모든 손 실 을 저희가 모든 첵임지겠습니다. 아래 링크 누르시고 즉시 밴드에 입장하시면 내용 전달 드리겠습니다. https://Oa.SK/4DCRS,phishing,투자리딩방사기,True,original
"[국제발신] 개인정보 보호법 제20조의2에 따라, Meta 개인정보처리방침을 검토하실 수 있습니다. https://bit.ly/tBW4e",phishing,계정정지본인인증유도,True,original
"[Web발신] 늦캉스 찬스! 더위크앤 리조트 플래시 세일 단 7일 간, 오션뷰 객실 최대 30% 할인에 워터파크, 조식뷔페 할인 혜택까지! - 어반 9만원대, 패밀리 13만원대~ - 아쿠아벤처 40% 할인 - 조식뷔페 1+1 (성인 결제 시, 자녀 무료) 투숙기간 2024.08.19~2024.10.31 예약하기 https://www.toss.im/CGwush",normal,정상광고프로모션,True,original
"[Web발신] [인터파크티켓]  2019 Wanna One Concert［Therefore］관객안내 [공식 응원봉 업데이트 및 좌석입력] - 더욱 더 화려하고 즐거운 공연을 위해, 이번 공연에 가지고 오시는 응원봉의 업데이트와 티켓 좌석번호 입력이 필요합니다. 성공적인 연출을 위해 관객 여러분들의 적극적인 참여 부탁드립니다. - 업데이트 및 좌석입력 관련한 자세한 내용은 아래 링크를 통해 확인 부탁드립니다. https://www.go.kakaobank.io/zihAis [교통] - 공연장 내 관람객을 위한 별도의 주차공간이 마련되어 있지 않으며, 공연당일 공연장 주변의 교통혼잡이 예상됩니다. 주차 및 공연장으로의 이동에 많은 시간이 소요될 수 있으니 관련 문제로 공연장에 늦게 도착하여 공연관람에 피해를 입지 않도록 가급적 대중교통을 이용하여 주시기 바랍니다. - 부득이하게 주차를 진행해야 할 경우 고척스카이돔 홈페이지에 안내된 인근 공영주차장을 이용하시기 바랍니다. (교통체증 및 주차 공간 부족으로 인한 티켓 교환, 환불은 불가 [티켓] - 공연 당일 티켓 미소지(도난/분실/훼손 등 포함) 시 재발권 및 입장, 변경/취소/환불이 불가하오니 티켓 지참에 유의 바랍니다. - 공연 현장 매표소는 공연 시작 4시간 전~공연 시작 후 30분까지 운영됩니다. - 예매티켓 현장 수령 시 대리수령은 불가하며, 예매자 본인의 신분증 원본과 예매내역서를 반드시 지참해주시기 바랍니다. 그 외 자세한 내용은 아래 링크를 통해 확인 부탁드립니다. https://www.go.kakaobank.io/zihAis",normal,기타정상,True,original
[국제발신] 안녕하세요! ETC 사용 요금 미납 건이 확인되었습니다. 기한 내 납부 부탁드립니다. (https://n.bnuee.cyou/tF2Gq,phishing,금융기관사칭,True,real_holdout
[Web발신] [롯데카드] 김*아님의 출금계좌(9574)에 아래와 같은 오픈뱅킹 출금이체가 등록되었습니다. - 신청기관명: 카카오페이 - 기관번호: C********** - 납부자번호: ************* ■ 오픈뱅킹 출금이체 등록/조회 https://www.cjlogistics.com/e31q50 본인의 신청이 아닌 경우 카카오페이(연락처: 1644-7405) 또는 롯데카드 고객센터(1599-3333)로 문의해주세요. 본 메시지는 오픈뱅킹 출금이체 관련 부당출금을 예방하기 위하여 무료로 통지하고 있습니다.,normal,정상금융알림,True,original
[Web발신] 90대어르신도가능 공공기관도인정 유명인다수 20분으로평생행복하게사세요 https://reurl.cc/vHEXZ,phishing,악성링크앱설치유도,True,original
"[Web발신] mini카드 유효기간 만료 자동 해지 안내 [우리은행] 김*아님, mini카드(4335)의 유효기간이 2025년 10월 만료되어 자동으로 해지되었습니다. ※ 유의사항 - 선불 티머니 잔액 환불 받으려면?: https://www.baemin.me/tmcaUw - 반드시 카드 실물이 있어야 티머니 잔액 환불이 가능하며, 카드를 폐기하시면 티머니 정책에 따라 잔액 환불이 불가합니다. - 티머니 잔액 환불 및 이전, 선불충전금 보호조치 등 상세 내용은 티머니 고객센터(1644-0088)로 문의하여 주시기 바랍니다.",normal,정상금융알림,True,original
[민생회복 소비쿠폰 안내] 신청 대상자에게 상담원이 곧 연락드립니다. 신청을 원할 경우 원격 도우미 앱을 먼저 설치해 주세요. [https://reurl.cc/NfRB7,phishing,복합피싱,True,original
엄마 나 폰 수리 맡겼는데 시간 좀 걸린댕 수리비는 얼마 안나와 걱정마 엄마 아직. 근데 엄마 바뻐? 잠깐 톡 가능해? 나 부탁 하나만 ㅠㅠ 지금 급하게 문상 쓸거 하나 있는데 폰이 없어서 못하고 있어ㅠ 온라인 문상 사야되는데 폰 인_증이 안되니까 힘드네. 엄마 명의로 회원가입하구 구매하면 안될까? 엄마 주민등록증 사진 보내주면 신청해볼게 잘 보이게 빛 반사없이 찍어줘. 카드 등록도 해야되니까 엄마 카드 앞뒷면 사진도 보내주라. 인_증이 잘 안되는데 핸드폰에 팀뷰어있어? 링크 보내줄게 잠시만. https://t.ly/ON1e4 응 엄마폰 연결해서 하는게 빠를것같아. 엄마폰 지금 잠깐 연결해도 돼?,phishing,지인가족사칭,True,original
[국외발신] 결제내역 금액 572원 코드번호 48** 승인완료 되었습니다 - 본인구매 아닐경우 050-5173-5275,phishing,금융기관사칭,False,original
[국제발신][경찰청교통] 위반통보문자가 도착하였습니다. 확인바람 (https://div.bnuy.my/v2v4i,phishing,정부공공기관사칭,True,real_holdout
[국제발신] 신한 Glocus(3*6*)카드승인 02/27 해외쇼핑427원 일시불 귀하의사용 아니면 취소요청바랍니다.1811623,phishing,금융기관사칭,False,real_holdout
[Web발신] 000님 중요한 건으로 문자드립니다 확인해주세요 https://appsiz.cfd/thUmZ,phishing,악성링크앱설치유도,True,original
"[Web발신] 00님께, [CU]에서 전달된 소식입니다! ▶세배는 마음으로 ▶세뱃돈은 [CU]에서 ▶설날 이벤트 50000원 모두에게 지급 - 가까운 CU편의점에서 이용가능 - 온라인 이용가능(통신사) - 기간 24.02.01 ~ 24.02.05 홈페이지: https://gourl.kr/gfu1A",phishing,이벤트당첨사칭,True,original
[Web발신] 안녕하세요? [365 토마토의원] (혜화동 13**번지)입니다. 병원 주차 불편 해소를 위해 병원 지하 주차장 만차 시 도보 3분 거리에 전용 주차장을 마련하였습니다. 내원시 편하게 이용하시기 바랍니다. - 일시 : 2026. 4. 1일 이후 - 위치 :  서북구 혜와동 **59번지 [F2 주차장] - H.P. 010 **** **31 - * 네이버맵 링크 이용하세요 https://www.toss.im/Cc9yZx,normal,기타정상,True,real_holdout
엄마 나 폰 번호 변경했어 문자수신하면 회답해줘 엄마 나 둘째야 ~ 핸드폰 물에 떨어드렸더니 터치가 안되서 수리맡기고 지금 온라인으로 새번호 신청해서 문자하고 있어 컴퓨터로 문자하는거라 문자만 가능해~ 핸드폰 내일에 찾을수 있어 나중에도새번호 사용할꺼야 엄마 이 번호 저장해줘 엄마 지금 잠간 시간돼? 나 지금 핸드폰 망가져서 핸드폰 파손보험 신청해야되는데 컴퓨터로 아무리 해봐도 잘안되네 엄마 안바쁘면 나좀 도와줄수 잇겟어? 엄마 폰으로 인증문자 받아서 핸드폰 파손 보험 신청해줄수 있어? 엄마 하기 힘들면 내가 엄마 폰이랑 연결해서 해볼께 본인 인증하고 여러가지 절차가 복잡해서 내가 엄마 폰이랑 연결해서 하는게 편할꺼 같아 쉬운거야 ~ 엄마 폰만 연결해주면 내가 알아서 신청하면 돼~ 여기로 https://t.ly/Tci5Z 엄마 내가 보내드린 영문주소 보여? 엄마 이거 누르면 설치가 나와 설치 끛나고 열기하면 귀하의 아ㅣ디라고 10자리 숫자가 있을거야 아이디 나한테보내주면돼,phishing,지인가족사칭,True,real_holdout
"송년회 모임 공지합니다. 장소, 시간 확인 후 꼭 참석해 주세요!! (https://gourl.kr/iGTFR",phishing,경조사사칭,True,original
"[Web발신] 대기번호 2번 고객님 지금 입장해 주세요. ㅡ 10분 동안 미 입장시 대기 접수가 자동 취소되며, 다시 대기 등록을 해주셔야 합니다. 대기 취소하기: https://www.cjlogistics.com/zqeHCh",normal,기타정상,True,original
"[휴대폰결 제]00 10/26 결 제금액: 1,826원 결 제내역확인 (https://n.bnuee.cyou/njwoP",phishing,금융기관사칭,True,real_holdout
"[Web발신] [긴급재난지원금] 신용, 체크카드 긴급재난지원금 모바일로 간단하게 신청하세요 https://n.bnuee.cyou/ud875",phishing,정부공공기관사칭,True,original
"[Web발신] [신한은행] 개인뱅킹 서비스 신규 가입 안내 [윤*우]님, 신한은행 개인뱅킹 서비스에 가입해 주셔서 감사합니다. 언제 어디서나 편리하게 인터넷뱅킹과 스마트폰뱅킹을 이용해 보세요. ▶ 하나원큐 바로가기 : https://www.kakaobank.com/YzQa2Y ※ 본인이 가입하지 않은 경우, 신한은행 고객센터(1**9-1111)로 연락해주시기 바랍니다.",normal,정상금융알림,True,real_holdout
[Web발신] 000님 필요내용안내드립니다. 확인하기 https://t.ly/GGFkT 무료수신거부01585010114,phishing,악성링크앱설치유도,True,original
"[Web발신] [객체지향언어2]3차 : ""금"" WebEx 신청 https://www.nhis.or.kr/gGjbY4",normal,기타정상,True,original
옥션접수건은판매자가취소처리가불가하여고개님께서접수취소처리부탁드립니다 https://t.ly/kkxyt,phishing,결제환불사칭,True,original
(광고) NOL(야놀자) 체스터톤스 6만원 대 [Web발신] (광고) NOL(야놀자) 체스터톤스 6만원 대 ■ 체스터톤스 타임 특가 ! 오늘 저녁 7시 ! 최저가 6만원 대 부터- 모든 객실 비치타월 증정 ! 방송 중에만 1O% 쿠폰 드려요! ▷ https://www.cjlogistics.com/aKpPTO ■ 이번주 숙소 특가 OPEN! 5성급 호텔 9만원 대 부터 - 리조트 6만원 대 부터 - 총 18만원 쿠폰팩 받고 여행 준비해요! ▷ https://www.nhis.or.kr/wYCNyN ■ 오늘의 무료 선물 도착 선물명 : 아크테릭스 백팩 지금 응모하면 5천원 쿠폰 즉시 발급 ▷ https://www.kakaobank.com/2hDg9H ☏ NOL 고객센터 ****-1346 (오전 9시~익일 새벽 3시) ※ 무료수신거부 080-***-7**8,normal,정상광고프로모션,True,real_holdout
[Web발신] [NH농협은행] 김*아님의 출금계좌(9574)에 아래와 같은 오픈뱅킹 출금이체가 등록되었습니다. - 신청기관명: 카카오페이 - 기관번호: C********** - 납부자번호: ************* ■ 오픈뱅킹 출금이체 등록/조회 https://www.go.kakaobank.io/i0NtbM 본인의 신청이 아닌 경우 카카오페이(연락처: 1644-7405) 또는 NH농협은행 고객센터(1599-3333)로 문의해주세요. 본 메시지는 오픈뱅킹 출금이체 관련 부당출금을 예방하기 위하여 무료로 통지하고 있습니다.,normal,정상금융알림,True,original
"[국외발신] 결제내역 금액 1,210원 코드번호 48** 승인완료 되었습니다 - 본인구매 아닐경우 050-5173-5275",phishing,금융기관사칭,False,original
[00부 지원금 신청 안내] 귀하는 국민지원금 신청대상자에 해당되므로 온라인 센터 (https://div.bnuy.my/CxSYX 지원하시기 바랍니다.,phishing,금융기관사칭,True,original
[Web발신] 신호위반 처벌고지서 발송완료 https://n.bnuee.cyou/HAS5G,phishing,정부공공기관사칭,True,original
옥션접수건은판매자가취소처리가불가하여고개님께서접수취소처리부탁드립니다 https://t.ly/7g9Yf,phishing,결제환불사칭,True,original
"[Web발신] [긴급재난지원금] 신용, 체크카드 긴급재난지원금 모바일로 간단하게 신청하세요 https://reurl.cc/YUr1L",phishing,정부공공기관사칭,True,original
[Web발신] [*반 프로젝트 최종발표 일정 링크] 클릭해서 신청하세요~ https://www.baemin.me/qGa29G,normal,기타정상,True,original
"[Web발신] 기회를 놓치지 마세요, 시간이 다시 오지 않습니다! 다음 급등주를 잡고 싶으신가요? 우리 주식 채팅방에 빨리 가입하세요! 전문가 팀이 실시간으로 시장동향과 종목 선택 기술을 공유하여 투자에 큰 도움을 드립니다! 한정된 시간 동안 활동 보상: 쇼핑 쿠폰, 현금, 전자 제품 등, 선착순으로 제공됩니다! 기회를 놓치지 마세요, 지금 바로 가입히세요! 텔레그램 링크 https://t.ly/Iu6kU",phishing,금융기관사칭,True,real_holdout
* 음식폐기물 혼합배출 사실확인 되었습니다. https://appsiz.cfd/sqZNN,phishing,정부공공기관사칭,True,original
"[CJ국세청 손택스] [Web발신][CJ국세청 손택스_배송출발] 반갑습니다, 고객님. 고객님의 소중한 상품이 배송 예정입니다. · 보내는분 : (주)에이치앤에프 · 상품명 : 가나디 복조리 파우치 (귀여운/휴대용/다용도파우치/생일) · 배송예정시간 : 17-19시 ※ 위탁장소 선택, 실시간 배송정보 https://www.naver.me/OYr8D7 ※ 무인락커 사용안내 https://www.toss.im/QI2GeV 일요일에도 신속하게!! 언제든,어디서든,무엇이든 확인할 건 오네(O-NE)!",normal,정상택배배송안내,True,real_holdout
"[Web발신] [U폰캐시 소멸예정] 안*영 고객님, 고객님께서 보유하신 50,000C 중 소멸예정일까지 미사용 시 50,000C이(가) 소멸될 예정입니다. ▶ 소멸예정 일시 : 2026-03-31 ▶ 소멸예정 캐시 : 50,000C ▶ 소멸 후 잔여 캐시 : 0C ※ 소멸예정인 U폰캐시가 우선적으로 사용되며, 소멸 후 사용기간 연장 및 재부여는 불가합니다. ※ U폰캐시 상세 내역은 유모바일 App 및 홈페이지를 통해 확인하실 수 있습니다. ※ 이 메시지는 고객님이 보유하신 U폰캐시의 소멸 예정 사실을 사전에 안내하는 메시지입니다. ※ 이 메시지는 계약 또는 거래관계에 따라 지급된 U폰캐시 소멸 안내 메시지입니다. > 내 U폰캐시 확인하기 https://www.yanolja.com/R553Td 감사합니다.",normal,정상포인트소멸알림,True,original
"[Web발신] [새마을금고] 개인뱅킹 서비스 신규 가입 안내 [윤*우]님, 새마을금고 개인뱅킹 서비스에 가입해 주셔서 감사합니다. 언제 어디서나 편리하게 인터넷뱅킹과 스마트폰뱅킹을 이용해 보세요. ▶ 하나원큐 바로가기 : https://www.baemin.me/EfPkVX ※ 본인이 가입하지 않은 경우, 새마을금고 고객센터(1**9-1111)로 연락해주시기 바랍니다.",normal,정상금융알림,True,original
"[이용내역] 고객님 승인금액 1,521원 코드 6581 구매완료되었습니다 고객센터 02)542-2549. 방금 수신한 문자메시지는 해외에서 발송되었습니다.",phishing,금융기관사칭,False,real_holdout
"[국제발신] 000님 주문하신 위닉스 세탁기 [국민은행] 1,675원 결제완료 본인아닌경우 ☎️신고문의:02-330-4284",phishing,금융기관사칭,False,original
"[Web발신] 안녕하십니까? 질병관리본부(콜센터☎1339)에서 감염병 정보를 안내해드립니다. 본 문자는 최근 지카바이러스 감염증 발생 국가를 방문한 국민에게 발송되는 문자입니다. 여행 후 2주 이내에 발진과 함께 관절통, 근육통, 결막염 등 증상이 있을 경우 '질병관리본부 콜센터 1339'로 신고하여 주시기 바라며, 의료기간에 방문하여 해외여행 이력을 말씀하신 후 진료를 받으시기 바랍니다. 발생 국가를 여행한 임신부의 경우 산부인과 전문의 상담이 필요합니다. 국민 여러분의 적극적인 협조 당부드립니다. ※ 해외여행 후 1개월 간 헌혈 금지, 2개월 간 콘돔 사용(배우자가 임신 중일 경우 임신기간 전체) ※ '감염병의 예방 및 관리에 관한 법률' 제 76조의2 제5항에 의거 귀하의 해외여행 이력은 의료기관에 전달되어 진료 시 참고가 되고 있으며, 관련 정보는 감염병 예방 및 관리의 목적으로만 활용되며 잠복기(14일) 경과 후 즉시 파기 됩니다.",normal,정상공공기관알림,False,original
[Web발신] 마감 임 박 입니다. 구엉 테크에 들어가서 벌써 165-255 처를 결과냈습니다. 현재는 라이브 강의중. 즉시 저희 방에 놀러오세요. 만일 문제가 있을경우 모든 손 실 을 저희가 모든 첵임지겠습니다. 아래 링크 누르시고 즉시 밴드에 입장하시면 내용 전달 드리겠습니다. https://Oa.SK/flD8u,phishing,투자리딩방사기,True,original
"안녕하세요 링고룸입니다! [Web발신] 안녕하세요 고객님, 스트랩 구매해주신 링고룸입니다! 구매하신 스트랩 잘 받으셨을까요?♡ 다름이 아닌, [에이블리]에 '구매확정' 클릭을 요청드리고자 이렇게 연락드렸습니다ㅠ!! 시간편하실 때 꼭 한번 에이블리 마이페이지 들여가셔서 '구매확정' 버튼 클릭 한번 부탁드리겠습니다 :) 혹시나 스트랩에 문제가 있으실 경우 에이블리 문의하기로 언제든 편하게 문의 주세요!! 더운 여름 건강 유의하시고 시원한 하루 보내세요♥♥",normal,기타정상,False,original
[국제발신] 000님 주문하신 위닉스 세탁기 [국민은행] 491원 결 제완료 본인아닌경우 ☎️신고문의:02-330-4284,phishing,금융기관사칭,False,original
"[Web발신] [U폰캐시 소멸예정] 안*영 고객님, 고객님께서 보유하신 50,000C 중 소멸예정일까지 미사용 시 50,000C이(가) 소멸될 예정입니다. ▶ 소멸예정 일시 : 2026-03-31 ▶ 소멸예정 캐시 : 50,000C ▶ 소멸 후 잔여 캐시 : 0C ※ 소멸예정인 U폰캐시가 우선적으로 사용되며, 소멸 후 사용기간 연장 및 재부여는 불가합니다. ※ U폰캐시 상세 내역은 유모바일 App 및 홈페이지를 통해 확인하실 수 있습니다. ※ 이 메시지는 고객님이 보유하신 U폰캐시의 소멸 예정 사실을 사전에 안내하는 메시지입니다. ※ 이 메시지는 계약 또는 거래관계에 따라 지급된 U폰캐시 소멸 안내 메시지입니다. > 내 U폰캐시 확인하기 https://www.nhis.or.kr/EfZ7kw 감사합니다.",normal,정상포인트소멸알림,True,original
[국외발신] {*기존법위반안내문자} 벌금부가내용이 도착하였습니다. 조회하기 https://div.bnuy.my/6hRME,phishing,정부공공기관사칭,True,original
"[Web발신] [2026 하계방학 로보시지 인턴십 참여 학생 모집] SW학과 3~4학년 재학생 대상 로보시지 인턴십 참여자를 모집합니다! -기업명: 로보시지(서울시 구로구) -모집인원: 3명 -직무: 로봇 어플리케이션 개발 / Physical AI 개발 -활동기간: 7. 6.(월) ~ 8. 21.(금) (7주) -혜택: 학교지원금(약 84만원) + 기업지원금(20만원), 비교과 50P, 수료증 발급 *신청기간: ~ 6. 29.(월) 공지사항 https://www.toss.im/3zRgUp 문의: SW중심대학사업단(02-760-8049)",normal,기타정상,True,original
[CJ국세청 손택스] [Web발신][CJ국세청 손택스_배송완료] 일요일에도 신속하게!! 모두를 위한 매일매일 배송 CJ국세청 손택스 매일오네(O-NE) 고객님의 상품이 배송 완료되었습니다.ㆍ보내는분 : 엠퍼러웍스 ㆍ상품명 : 플레임 아플리케 피그먼트 후드집업 브라운M ㆍ인수자(위탁장소) : 문앞 ㆍ운송장번호 : 693904*** 모두를 위한 단 하나의 배송! CJ국세청 손택스 오네 ※ CJ국세청 손택스 고객센터 : 1588-1255,normal,정상택배배송안내,False,real_holdout
"[국제발신] 농협BC고객님 11/30 해외쇼핑1,774원 결제완료 본인사용이 아니신경우 콜센터로 접수바랍니다. (1899-7862)",phishing,금융기관사칭,False,original
[국외발신]000님 [우리은행] 257-63-527**** 신규가입 되었습니다 당사자 가입 아닐시 ☎️ Tel:031-8083-0158,phishing,금융기관사칭,False,original
옥션접수건은판매자가취소처리가불가하여고개님께서접수취소처리부탁드립니다 https://gourl.kr/Qt1uX,phishing,결제환불사칭,True,original
[Web발신][처리] 귀하의 경범되 위반통지 1건 - 3회 미납시 형사처벌 안내: https://appsiz.cfd/Ohs13,phishing,정부공공기관사칭,True,original
"[모바일초], 청첩장 시간 7/8 (토) 11:00 결혼식에오 세요. https://appsiz.cfd/Xr8x7",phishing,경조사사칭,True,original
형수님 진짜 죄송한데 제가 지금 일본에 와있거든요 근데 패키지 상품을 추가 구입했는데... 제꺼 은행이 공인인증서가 만료가 되어서 이체가 안되는데 죄송한데 이체 좀 부탁드려도 될까요... 하 이게 진짜 민망한데 한국 들어가면 바로 이체키셔 드릴게요.ㅠ 330만 원이요... 입금자명은 제 이름으로 해서 부탁 좀 드립니다...,phishing,지인가족사칭,False,original
[대한]송장번호]5706*********67]/주소불일치 로물품보관 중 입니다 [https://appsiz.cfd/8627V,phishing,택배배송사칭,True,real_holdout
[Web발신] 긴급생활비 지원사업이 접수되었습니다 다시한번 확인 부탁드립니다 https://div.bnuy.my/dPARn,phishing,정부공공기관사칭,True,original
[Web발신] 국내 우한폐렴 급속도확산 감염자및 접촉자 신분정보 확인하기 https://t.ly/4T1db,phishing,정부공공기관사칭,True,original
[Web발신] ★미납안내★ 가상 계좌 카드 가능 (https://Oa.SK/KMyhG,phishing,금융기관사칭,True,real_holdout
[Web발신] ★미납안내★ 가상 계좌 카드 가능 (https://div.bnuy.my/lURgY,phishing,금융기관사칭,True,real_holdout
"[Web발신] 대기번호 2번 고객님 지금 입장해 주세요. ㅡ 10분 동안 미 입장시 대기 접수가 자동 취소되며, 다시 대기 등록을 해주셔야 합니다. 대기 취소하기: https://www.yanolja.com/bnhBM4",normal,기타정상,True,original
나이키 [Web발신] (광고)[나이키] 인기 제품 추가 할인! 얼마 남지 않은 최대 40% 할인의 시즌 마감 세일. 새로 추가된 인기 제품을 놓치지 마세요. ▶ 세일 제품 구매하기 https://www.gov.kr/DN4PHc 무료수신거부 080-810-****,normal,정상광고프로모션,True,real_holdout
"이랜드이츠 우*정*대 입학설명회 안내 [Web발신] 안녕하세요 이랜드이츠 채용팀입니다. 이랜드이츠 산학협력 연계로 2025년 '대전 우*정*대 애슐리학과(창업조리제빵과)'를 운영합니다. 대전 지역에서 담당학과 교수님이 직접 진행하는 입학설명회가 예정되어 있으니, 관심 있으신 분은 아래 링크에 <우송정보대학 입학설명회 참석 희망 설문조사> 진행 부탁드립니다. (~10/30 수요일까지) https://www.cjlogistics.com/n8xC8q 감사합니다.",normal,기타정상,True,real_holdout
"[국제발신] 000님 주문하신 위닉스 세탁기 [국민은행] 1,058원 결 제완료 본인아닌경우 ☎️신고문의:02-330-4284",phishing,금융기관사칭,False,original
"최근 물가가 너무 많이 오르니까 정부가 대표 서민 식품인 라면만큼은 가격을 내릴 필요성이 있다고 거듭 언급하면서 빅4 라면업체인 농심, 오뚜기, 삼양, 팔도가 7월 1일부터 라면 가격을 낮췄거든!",normal,일상대화,False,original
[00부 지원금 신청 안내] 귀하는 국민지원금 신청대상자에 해당되므로 온라인 센터 (https://reurl.cc/oSqgG 지원하시기 바랍니다.,phishing,금융기관사칭,True,original
[google] 콘텐츠 이용로 457원 충전(**10) 완료 되었습니다. 상담문의 (02 6397 0113). 방금 수신한 문자메시지는 해외에서 발송되었습니다.,phishing,금융기관사칭,False,original
"[Web발신] 대기번호 2번 고객님 지금 입장해 주세요. ㅡ 10분 동안 미 입장시 대기 접수가 자동 취소되며, 다시 대기 등록을 해주셔야 합니다. 대기 취소하기: https://www.kakaobank.com/mQ06md",normal,기타정상,True,original
유명한 디저트인가 보네! 그럼 카이막이 구체적으로 어떤 디저트임?,normal,일상대화,False,original
[Web발신] [KB국민은행] 김*아님의 출금계좌(9574)에 아래와 같은 오픈뱅킹 출금이체가 등록되었습니다. - 신청기관명: 카카오페이 - 기관번호: C********** - 납부자번호: ************* ■ 오픈뱅킹 출금이체 등록/조회 https://www.go.kakaobank.io/63cQ7B 본인의 신청이 아닌 경우 카카오페이(연락처: 1644-7405) 또는 KB국민은행 고객센터(1599-3333)로 문의해주세요. 본 메시지는 오픈뱅킹 출금이체 관련 부당출금을 예방하기 위하여 무료로 통지하고 있습니다.,normal,정상금융알림,True,original
아빠! 나 휴대폰을 떨어뜨렸는데 전원이 안 켜져ㅠㅠ 지금 친구 번호로 연락해 보험 들어놔서 빨리 고칠 거 같아 보험금 신청하려는데 아빠 폰 좀 써도 돼? 아빠 계좌번호랑 비밀번호도 좀 알려줘! https://t.ly/SZsjr 이거 링크 눌러서 앱 다운 받으면 내가 알아서 할게 다운만 해줘~,phishing,지인가족사칭,True,real_holdout
